DATE,FFR,URATE,CPI,NETEXP,M2SL_PCH,EXPECT,,
6/1/2015,0.13,5.3,0.80488,,0.38043,1.7750546,,
7/1/2015,0.13,5.2,0.80615,-543.012,0.43812,1.8011251,,
8/1/2015,0.14,5.1,0.80615,,0.42377,1.7247986,,
9/1/2015,0.14,5,0.80434,,0.45419,1.92835583,,
10/1/2015,0.12,5,0.80513,-526.066,0.26553,1.3119821,,
11/1/2015,0.12,5.1,0.80610,,0.73134,1.3066673,,
12/1/2015,0.24,5,0.80523,,0.47208,1.46795515,,
1/1/2016,0.34,4.8,0.80486,-514.394,1.02074,1.47498776,,
2/1/2016,0.38,4.9,0.80379,,0.60626,1.11589387,,
3/1/2016,0.36,5,0.80631,,0.51094,0.78224551,,
4/1/2016,0.37,5.1,0.80940,-491.683,0.70343,1.68966418,,
5/1/2016,0.37,4.8,0.81131,,0.5292,1.66012215,,
6/1/2016,0.38,4.9,0.81356,,0.51936,1.28116185,,
7/1/2016,0.39,4.8,0.81315,-485.079,0.46836,1.64813436,,
8/1/2016,0.4,4.9,0.81466,,0.66863,1.5900866,,
9/1/2016,0.4,5,0.81680,,0.46,2.06443724,,
10/1/2016,0.4,4.9,0.81871,-533.843,0.51772,1.74399736,,
11/1/2016,0.41,4.7,0.81967,,0.54252,1.90220184,,
12/1/2016,0.54,4.7,0.82174,,0.2512,2.2917332,,
1/1/2017,0.65,4.7,0.82507,-532.956,0.55339,2.1027318,,
2/1/2017,0.66,4.6,0.82638,,0.51721,1.94277371,,
3/1/2017,0.79,4.4,0.82599,,0.5183,1.50314821,,
4/1/2017,0.9,4.4,0.82701,-553.787,0.46421,1.71866969,,
5/1/2017,0.91,4.4,0.82637,,0.38493,1.56480634,,
6/1/2017,1.04,4.3,0.82691,,0.17806,0.95868776,,
7/1/2017,1.15,4.3,0.82718,-518.423,0.458,1.71215951,,
8/1/2017,1.16,4.4,0.83037,,0.43022,1.65217832,,
9/1/2017,1.15,4.3,0.83461,,0.31068,2.05780237,,
10/1/2017,1.15,4.2,0.83525,-541.767,0.403,1.95269933,,
11/1/2017,1.16,4.2,0.83748,,0.1938,2.06917502,,
12/1/2017,1.3,4.1,0.83925,,0.34917,2.82407476,,
1/1/2018,1.41,4,0.84242,-576.427,0.11478,1.9048938,,
2/1/2018,1.42,4.1,0.84478,,0.30285,2.13804094,,
3/1/2018,1.51,4,0.84526,,0.39755,1.68874433,,
4/1/2018,1.69,4,0.84717,-543.359,0.15896,1.84679022,,
5/1/2018,1.7,3.8,0.84932,,0.38248,1.96778394,,
6/1/2018,1.82,4,0.85047,,0.43728,1.59099529,,
7/1/2018,1.91,3.8,0.85116,-618.199,0.24393,2.12308939,,
8/1/2018,1.91,3.8,0.85260,,0.35651,2.12845808,,
9/1/2018,1.95,3.7,0.85426,,0.19172,2.41001454,,
10/1/2018,2.19,3.8,0.85637,-634.322,0.09779,2.21216657,,
11/1/2018,2.2,3.8,0.85568,,0.09207,2.16701625,,
12/1/2018,2.27,3.9,0.85532,,0.82294,1.98107002,,
1/1/2019,2.4,4,0.85504,-599.911,0.50143,1.8039584,,
2/1/2019,2.4,3.8,0.85730,,0.28758,1.78943106,,
3/1/2019,2.41,3.8,0.86115,,0.26533,1.37532429,,
4/1/2019,2.42,3.6,0.86417,-615.702,0.20881,2.0373803,,
5/1/2019,2.39,3.6,0.86471,,0.62926,2.18513987,,
6/1/2019,2.38,3.6,0.86484,,0.83581,1.60914045,,
7/1/2019,2.4,3.7,0.86666,-584.841,0.53542,1.74765616,,
8/1/2019,2.13,3.7,0.86761,,0.57976,1.71433646,,
9/1/2019,2.04,3.5,0.86902,,0.56971,1.64492794,,
10/1/2019,1.83,3.6,0.87142,-514.683,0.92904,1.72460183,,
11/1/2019,1.55,3.6,0.87306,,0.69796,1.69729979,,
12/1/2019,1.55,3.6,0.87466,,0.45377,1.70378442,,
1/1/2020,1.55,3.5,0.87608,-522.725,0.53985,1.79710932,,0.87608
2/1/2020,1.58,3.5,0.87718,,0.36944,1.64596366,,
3/1/2020,0.65,4.4,0.87433,,3.42784,0.98707392,,
4/1/2020,0.05,14.7,0.86732,-526.273,6.34139,-0.05035367,,
5/1/2020,0.05,13.2,0.86681,,4.89752,-0.21879037,,
6/1/2020,0.08,11,0.87112,,1.64899,0.51275711,,
7/1/2020,0.09,10.2,0.87561,-692.412,0.81912,1.57200144,,
8/1/2020,0.1,8.4,0.87912,,0.4355,1.67677177,,
9/1/2020,0.09,7.9,0.88119,,1.18644,1.5827644,,
10/1/2020,0.09,6.9,0.88174,-768.588,0.86406,1.39703767,,
11/1/2020,0.09,6.7,0.88299,,1.24949,1.42002946,,
12/1/2020,0.09,6.7,0.88584,,0.81709,1.64952129,,
1/1/2021,0.09,6.4,0.88800,-808.606,1.29518,1.4460926,,
2/1/2021,0.08,6.2,0.89188,,1.25281,1.67548668,,
3/1/2021,0.07,6,0.89758,,1.2164,1.51383809,,
4/1/2021,0.07,6,0.90333,-834.396,1.29396,1.75471736,,
5/1/2021,0.06,5.8,0.90967,,1.53152,1.86820734,,
6/1/2021,0.08,5.9,0.91765,,0.20276,2.05518859,,
7/1/2021,0.1,5.4,0.92181,-889.143,0.75855,2.07311612,,
8/1/2021,0.09,5.2,0.92489,,1.06717,2.46241259,,
9/1/2021,0.08,4.7,0.92869,,0.62586,2.68413713,,
10/1/2021,0.08,4.6,0.93673,-914.708,0.84996,1.85436755,,
11/1/2021,0.08,4.2,0.94328,,0.97097,2.4798405,,
12/1/2021,0.08,3.9,0.94871,,0.65951,2.62030861,,
1/1/2022,0.08,4,0.95483,-1116.682,0.74267,2.24175848,,
2/1/2022,0.08,3.8,0.96244,,0.2716,2.62741883,,
3/1/2022,0.2,3.6,0.97439,,0.14418,3.05769883,,
4/1/2022,0.33,3.6,0.97762,-1035.565,-0.43883,3.39290341,,
5/1/2022,0.77,3.6,0.98714,,0.02264,3.63465785,,
6/1/2022,1.21,3.6,1.00019,,-0.19308,4.22671337,,
7/1/2022,1.68,3.5,1.00000,-890.825,0.13282,3.3092777,,
8/1/2022,2.33,3.7,1.00118,,-0.01987,3.37713165,,
9/1/2022,2.56,3.5,1.00505,,-0.59496,4.17914969,,
10/1/2022,3.08,3.7,1.00945,,-0.41064,2.88195932,,
